H1,H2,H3,H4,H5,H6,H7,H8,S1,S2,S3,S4,S5,S6,S7,S8,V1,V2,V3,V4,V5,V6,V7,V8,LabelName
5649,4192,1460,3816,141,240,0,0,4073,4115,4551,997,923,456,201,182,1320,2697,293,99,68,71,252,10698,Mensagem
0,0,5472,10385,19,0,0,0,9707,698,174,563,1651,1573,853,657,61,2279,2450,177,79,242,327,10261,Radio
0,0,1523,11464,0,0,0,0,1376,444,176,79,114,370,889,9539,589,1597,657,544,236,243,407,8714,Definicoes
894,381,8749,4568,94,76,0,0,1319,1250,1364,999,850,483,863,7634,829,1812,476,188,80,109,943,10325,S_Health
0,0,0,4196,11304,0,0,0,1080,71,308,4217,5055,948,1313,2508,1091,2158,613,423,193,279,555,10188,Video
0,6,10143,1951,0,0,0,0,35,189,329,179,128,439,1115,9686,923,1712,273,50,45,279,1593,7225,Calculadora
0,0,8919,4281,0,0,0,0,287,350,428,190,115,151,877,10802,136,1571,1004,333,174,228,586,9168,S_Voice
2492,1694,2740,6913,350,679,0,0,459,2424,611,2376,2004,2310,959,3725,437,4658,1290,117,127,503,2305,5431,Chrome
0,0,6734,8754,0,0,0,0,8577,903,468,1484,1804,1132,570,550,0,2082,2705,241,179,411,171,9699,S_Planner
1966,0,1,5116,1254,5823,0,0,3005,115,307,4237,4150,1213,289,844,158,3896,529,212,63,153,643,8506,Galaxy_Store
0,0,9802,5066,0,0,0,0,3888,4961,472,189,399,646,793,3520,153,1042,1106,214,109,105,653,11486,Gestor_Inteligente
225,1102,6112,8947,82,173,0,0,10005,1387,369,273,621,1675,1376,935,237,3312,1121,178,46,137,308,11302,Ferramentas
0,0,8818,5533,0,0,0,0,2755,6203,707,1346,588,660,1004,1088,237,1936,2164,288,241,210,113,9162,Relogio
0,0,4083,10557,0,0,0,0,505,240,164,45,542,1104,1093,10947,0,1640,1601,823,249,112,392,9823,Musica
1,0,3069,11832,469,4,0,0,3012,2304,1655,643,2032,1381,1116,3232,194,3488,1552,262,164,256,1137,8322,Camara
0,0,1004,10017,0,0,0,0,1201,653,166,1638,3665,1424,1354,920,0,1144,572,560,205,111,793,7636,Internet
5200,4347,1525,3999,185,244,0,0,4010,4227,4812,1258,535,183,135,340,1036,2860,444,99,61,89,170,10741,Mensagem
181,5442,2394,6122,2,4,0,0,1678,4172,404,581,897,591,862,4960,547,2274,559,435,151,121,420,9638,Galeria
8977,37,599,2813,364,550,0,0,1728,474,1766,6172,1407,764,385,644,1899,1578,269,105,63,103,522,8801,Contactos
0,0,9962,4516,0,0,0,0,381,273,255,319,807,1549,1500,9394,1340,3395,761,163,38,276,3795,4710,Telefone
347,0,4114,6895,532,2264,0,0,6863,1105,691,2683,830,528,1005,447,38,1285,2209,491,71,292,1277,8489,Email
373,0,4200,6205,535,2253,0,0,7137,887,859,2296,606,669,754,358,22,1280,1627,433,80,287,1279,8558,Email
0,0,1572,11188,0,0,0,0,1397,429,181,76,108,267,809,9493,388,1529,641,541,233,241,421,8766,Definicoes
928,341,8834,4500,78,79,0,0,1329,1196,1462,1006,839,486,794,7648,816,1777,489,180,79,111,890,10418,S_Health
0,0,5078,10117,51,0,0,0,9766,699,172,619,1738,1425,401,426,37,1614,2420,187,80,270,349,10289,Radio
166,1143,5942,8154,71,254,0,0,10072,1447,287,459,655,1289,929,592,135,2324,1151,253,65,153,284,11365,Ferramentas
0,0,850,11776,0,0,0,0,1255,623,208,2067,4395,1222,1674,1182,0,1664,972,863,192,140,825,7970,Internet
0,0,2722,11578,482,2,0,0,3183,2224,1653,723,1278,1963,917,2843,193,2572,1871,241,164,265,1182,8296,Camara
0,0,4182,9273,0,0,0,0,499,269,148,44,51,239,1088,11117,0,1408,855,636,206,102,374,9874,Musica
2484,1672,2765,4507,358,749,0,0,436,2391,638,2147,1703,1246,489,3485,207,2803,1024,167,134,470,2332,5398,Chrome
0,0,8991,3645,0,0,0,0,913,395,454,199,75,168,703,9729,9,1488,618,222,75,248,661,9315,S_Voice
0,19,10264,2367,0,0,0,0,37,164,317,232,231,520,1277,9872,1083,2024,315,59,41,225,1677,7226,Calculadora
0,0,0,2943,11214,0,0,0,1074,78,311,4531,4624,645,1005,1889,621,1365,510,422,214,265,563,10197,Video
0,0,8855,5293,9,0,0,0,2849,6132,622,1680,607,749,667,851,23,1429,2659,277,237,208,125,9199,Relogio
5093,4549,1372,4660,208,247,0,0,4130,4841,3966,1331,826,492,266,277,1505,3192,276,104,64,56,183,10749,Mensagem
121,5455,2515,5707,2,0,0,0,1853,3990,409,330,709,844,896,4769,887,1782,437,318,185,138,418,9635,Galeria
8921,16,240,3421,315,629,0,0,1742,442,1842,6422,1353,894,258,589,2093,1517,303,136,38,87,541,8827,Contactos
0,0,9863,1797,0,0,0,0,419,244,128,87,262,327,1089,9104,904,1712,159,38,37,280,3783,4747,Telefone
0,0,10043,5085,0,0,0,0,3517,4843,541,174,319,898,754,4082,46,1363,1208,204,97,109,657,11444,Gestor_Inteligente
1970,0,3,5403,1217,5927,0,0,3012,113,329,3803,4638,1430,372,823,242,4069,546,235,84,128,697,8519,Galaxy_Store
0,0,6797,7808,0,0,0,0,8616,958,385,1084,1283,1072,611,596,15,1633,2232,218,181,434,141,9751,S_Planner
0,0,3289,9143,0,0,0,0,488,259,143,52,152,413,933,9992,0,560,843,715,199,102,352,9661,Musica
0,0,9749,2877,0,0,0,0,362,280,386,368,267,614,1025,9324,554,2233,835,326,70,293,4049,4266,Telefone
8782,30,648,3000,326,542,0,0,1712,514,1574,5895,1703,795,665,470,1033,2435,388,104,50,109,561,8648,Contactos
164,5478,2027,5321,1,4,0,0,989,4710,296,189,223,362,1153,5073,724,1215,450,312,151,141,423,9579,Galeria
5739,3839,1360,3335,151,216,0,0,3860,2992,4951,674,617,608,342,596,2093,1167,210,90,66,73,215,10726,Mensagem
0,0,992,11107,0,0,0,0,1136,675,168,1667,4037,2488,800,1128,0,710,1612,850,224,128,798,7777,Internet
0,0,2556,11934,492,4,0,0,3081,2180,1743,627,1442,1723,1551,2639,53,2739,2243,269,138,256,1213,8075,Camara
0,0,6862,7394,12,0,0,0,8317,907,928,1437,1027,758,372,522,7,781,3048,268,181,419,139,9425,S_Planner
0,0,10073,6307,0,0,0,0,3657,4988,514,229,471,949,1178,4394,349,2306,975,231,89,136,721,11573,Gestor_Inteligente
1905,0,51,6103,1122,5923,0,0,2930,117,455,3028,6187,1259,272,856,797,4420,504,212,78,154,635,8304,Galaxy_Store
0,0,8517,6083,25,0,0,0,1862,6863,387,542,794,1324,1307,1546,1004,2810,1050,325,293,187,128,8828,Relogio
330,1043,6060,8886,82,231,0,0,10165,999,475,471,872,1868,1052,730,422,3310,1096,125,56,172,309,11142,Ferramentas
338,0,4336,5583,669,2061,0,0,6669,1039,700,1961,1159,440,420,599,0,993,1814,268,83,334,1278,8217,Email
0,0,5274,9348,18,0,0,0,9564,671,280,1593,849,866,450,367,0,895,2796,218,79,261,321,10070,Radio
0,0,1468,11285,0,0,0,0,1290,465,182,82,42,112,900,9680,669,1841,521,382,242,241,420,8437,Definicoes
940,347,8789,4762,107,61,0,0,1596,1365,1492,1204,979,471,869,7030,652,1595,498,404,142,138,931,10646,S_Health
0,0,0,4540,11327,0,0,0,1071,70,260,4065,4976,1399,1871,2155,912,2690,654,416,197,254,587,10157,Video
0,0,10031,1849,0,0,0,0,33,167,343,544,403,342,755,9293,274,1724,913,66,42,255,2110,6496,Calculadora
0,0,8479,3953,0,0,0,0,318,318,427,216,95,73,717,10268,0,1539,952,297,83,205,628,8728,S_Voice
1051,1539,2442,4704,438,1814,0,0,1962,2154,998,1966,807,836,1112,2153,172,1694,1344,440,137,403,1645,6153,Chrome
0,0,9856,1380,0,0,0,0,32,162,405,392,237,502,619,8887,462,846,839,55,45,244,1745,7000,Calculadora
0,0,8481,3503,0,0,0,0,276,313,424,183,96,287,797,9608,181,931,693,322,114,215,570,8958,S_Voice
2315,1664,2725,5521,390,837,0,0,422,2222,563,2123,1932,1092,944,4154,617,3951,590,68,95,469,2272,5390,Chrome
0,0,8494,5182,9,0,0,0,3114,5657,546,988,395,561,1208,1216,77,2108,1705,253,219,154,111,9058,Relogio
0,0,6411,7712,2,0,0,0,8576,883,395,1687,1092,723,368,401,0,769,2729,272,182,385,163,9625,S_Planner
0,0,9651,5837,0,0,0,0,4577,4660,415,279,414,660,770,3713,185,1110,1372,254,124,145,629,11669,Gestor_Inteligente
1894,0,15,5571,1144,5854,0,0,2981,109,405,3779,4463,1581,346,814,225,4145,568,243,69,123,683,8422,Galaxy_Store
270,0,4145,7224,554,2315,0,0,6806,1074,921,2010,1116,975,1025,581,3,1777,2226,445,73,273,1295,8416,Email
214,1097,5984,9339,83,179,0,0,10191,1072,425,201,682,1875,1547,903,290,3791,915,166,55,133,309,11237,Ferramentas
0,0,5167,10288,25,0,0,0,9678,658,213,1218,1288,806,596,1023,43,1635,2733,214,96,241,325,10193,Radio
0,0,1671,10965,0,0,0,0,1356,437,191,76,86,235,789,9466,372,1670,617,475,234,236,418,8614,Definicoes
918,347,8719,5595,94,77,0,0,1348,1287,1308,1040,948,506,1194,8119,1349,2267,537,178,61,112,913,10333,S_Health
0,0,3933,9523,0,0,0,0,498,239,155,52,321,601,710,10880,0,662,1430,849,236,94,398,9787,Musica
0,0,2774,10544,482,0,0,0,3083,2214,1673,481,1156,1645,982,2566,4,2409,1347,244,145,254,1188,8209,Camara
0,0,1060,10706,0,0,0,0,1168,649,171,1408,4290,1884,1029,1167,0,1184,764,744,253,148,803,7870,Internet
5216,4258,1481,4409,247,256,0,0,4032,4414,4776,1105,578,378,231,353,1306,2728,665,121,59,67,174,10747,Mensagem
146,5436,2361,5271,3,4,0,0,1343,4462,399,494,513,488,715,4807,623,1588,402,304,154,117,436,9597,Galeria
8922,21,436,3795,308,548,0,0,1743,423,1561,6254,2089,828,520,612,2074,2082,334,87,57,85,565,8746,Contactos
0,0,9898,3668,0,0,0,0,368,274,206,314,664,936,1255,9549,1089,2913,634,145,62,303,3766,4654,Telefone
0,0,0,3143,11256,0,0,0,1079,68,313,4388,4584,789,1170,2008,548,1622,617,418,175,264,571,10184,Video
175,0,3438,7735,637,2293,0,0,7147,615,662,2027,608,706,1413,1100,20,2142,1866,346,84,244,1306,8270,Email
0,0,9281,8255,0,0,0,0,6461,2740,403,525,661,1596,1731,3419,318,2621,1929,289,116,167,674,11422,Gestor_Inteligente
1854,0,36,5352,1155,5739,0,0,2942,141,540,5398,3188,965,370,592,130,3474,1149,218,66,132,653,8314,Galaxy_Store
2387,1658,2731,5736,423,729,0,0,501,2237,742,2260,1390,1102,1630,3802,339,4289,788,82,94,451,2292,5329,Chrome
0,0,8740,3360,0,0,0,0,287,338,445,174,312,217,572,9755,24,1065,1157,230,129,246,552,8697,S_Voice
0,0,9935,1405,0,0,0,0,41,176,295,651,599,390,536,8652,128,747,1473,77,51,216,1224,7424,Calculadora
0,0,0,2903,11258,0,0,0,1084,79,488,4875,3924,647,1190,1874,682,1305,631,372,212,259,522,10178,Video
0,22,9891,2743,0,0,0,0,404,244,210,154,266,520,1169,9689,1606,1843,373,126,49,262,3664,4733,Telefone
9024,21,342,3265,312,491,0,0,1764,500,1710,6520,985,872,462,642,1970,1673,295,110,60,82,536,8729,Contactos
79,5447,2536,6442,3,1,0,0,2157,3573,460,493,528,697,1528,5072,1251,2116,462,362,153,111,441,9612,Galeria
5037,4571,1787,3420,121,189,0,0,4135,4757,3626,773,873,480,185,296,1354,2152,421,108,62,87,137,10804,Mensagem
0,0,931,11609,0,0,0,0,1204,639,183,1859,4135,1974,805,1741,194,1137,1483,717,264,170,796,7779,Internet
0,0,2928,9411,428,1,0,0,3356,2049,1652,455,1326,803,890,2237,17,1357,1411,273,145,238,1183,8144,Camara
0,0,4719,8847,0,0,0,0,488,250,162,54,180,499,838,11095,29,1243,1056,808,228,94,378,9730,Musica
903,366,8877,4375,155,80,0,0,1695,1582,1394,1149,509,426,1127,6874,711,1377,860,220,71,130,884,10503,S_Health
0,0,1449,10749,0,0,0,0,1414,374,174,72,38,208,877,9041,270,1614,520,439,262,207,427,8459,Definicoes
0,0,4099,10401,8,0,0,0,9675,545,283,1116,489,365,867,1168,0,1352,2184,256,84,245,277,10110,Radio
0,0,4850,10132,18,0,0,0,8629,749,404,3078,1302,311,231,296,0,314,4103,414,172,380,143,9474,S_Planner
0,0,7365,5841,3,0,0,0,6077,2582,269,374,723,580,959,1645,344,2243,1055,194,193,159,123,8898,Relogio
184,1168,4390,10688,112,226,0,0,10226,1139,237,497,734,1141,1718,1076,463,3534,995,155,51,151,272,11147,Ferramentas
0,0,988,10857,0,0,0,0,1167,640,166,1589,3786,2433,966,1098,0,1295,975,699,203,147,812,7714,Internet
0,0,2811,10403,475,0,0,0,3140,2097,1760,935,1104,850,1577,2226,128,1961,1759,211,124,268,1157,8081,Camara
0,0,4380,9190,0,0,0,0,498,249,146,55,439,272,706,11205,58,1291,1043,789,209,88,391,9701,Musica
2360,1658,2701,4801,401,733,0,0,492,2262,624,1878,1076,1022,1552,3748,180,3833,449,68,104,440,2232,5348,Chrome
0,0,8784,3414,0,0,0,0,196,332,502,208,184,401,811,9564,0,786,1322,395,115,246,552,8782,S_Voice
0,0,9883,1997,0,0,0,0,39,168,308,559,721,370,812,8903,115,1569,1270,73,47,230,1321,7255,Calculadora
0,0,0,2872,11264,0,0,0,1081,70,453,5200,3783,769,1085,1695,526,1514,554,408,187,267,548,10132,Video
0,0,4358,10011,31,0,0,0,8551,712,674,2505,625,451,334,548,0,545,3323,456,173,378,138,9387,S_Planner
0,0,7650,5766,36,0,0,0,6041,2545,282,256,488,859,1315,1666,275,3027,650,247,176,161,121,8795,Relogio
759,434,8671,5000,55,85,0,0,1449,1718,1064,1031,547,601,1189,7405,926,1612,832,242,105,110,907,10270,S_Health
218,1177,4327,10761,97,190,0,0,10180,1050,266,325,964,1553,1778,654,266,3579,1252,124,64,135,267,11083,Ferramentas
1876,0,46,5277,1178,5659,0,0,2922,259,925,5149,2938,1043,318,482,53,3318,1323,241,78,139,673,8211,Galaxy_Store
131,0,3224,7166,698,2228,0,0,7082,596,674,1775,503,330,1284,1203,1,1431,1880,317,60,273,1319,8166,Email
0,0,1347,10752,0,0,0,0,1410,358,170,80,39,88,1034,8920,107,1772,506,451,241,222,426,8374,Definicoes
0,0,9755,6349,0,0,0,0,5344,2958,364,348,881,1234,751,4224,0,1820,1944,286,95,144,679,11136,Gestor_Inteligente
0,43,9752,3657,0,0,0,0,365,270,224,141,135,880,1149,10288,2625,1722,326,102,41,300,3665,4671,Telefone
0,0,4362,10108,30,0,0,0,9598,534,309,1245,723,625,836,630,0,310,3079,483,88,233,278,10029,Radio
8831,28,311,3716,368,550,0,0,1766,588,1944,5911,1580,950,476,589,2120,1638,556,99,52,110,632,8597,Contactos
80,5422,2399,6855,0,0,0,0,2560,3196,356,606,473,780,1518,5267,976,2604,493,358,160,143,419,9603,Galeria
4955,4529,1786,4151,76,112,0,0,4035,4362,3807,1055,982,791,280,297,2219,1785,388,115,69,78,176,10779,Mensagem
4644,4962,1756,3753,115,142,0,0,4119,4358,3993,985,747,577,273,320,1816,1588,763,140,71,85,145,10764,Mensagem
0,0,967,10268,0,0,0,0,1185,651,188,1690,4250,1431,589,1251,47,823,780,581,202,128,786,7888,Internet
0,0,2870,12580,421,5,0,0,3268,2104,1771,551,1522,1444,1653,3563,450,4138,1311,222,140,233,1171,8211,Camara
0,0,4490,9316,0,0,0,0,490,251,150,60,166,348,1016,11325,37,1696,989,653,209,95,370,9757,Musica
0,0,8531,8892,0,0,0,0,6955,2501,392,220,1093,1890,1061,3311,78,2707,1739,332,123,162,704,11578,Gestor_Inteligente
2020,0,67,5394,1142,5651,0,0,2976,103,530,5115,3396,1101,395,658,105,4039,668,230,69,129,652,8382,Galaxy_Store
0,0,7250,7671,13,0,0,0,6117,2704,423,1050,555,762,1815,1508,982,2584,1629,240,196,165,112,9026,Relogio
175,1198,4773,11653,71,218,0,0,10228,1072,320,277,582,2234,2572,803,829,4834,634,121,52,151,318,11149,Ferramentas
0,0,4925,11066,9,0,0,0,9683,591,206,1017,1149,730,1472,1152,0,1907,3124,199,105,236,280,10149,Radio
0,0,4569,10767,15,0,0,0,8774,696,441,2549,1609,577,350,355,0,1085,3613,358,189,377,155,9574,S_Planner
282,0,3279,8332,460,2379,0,0,7210,659,668,2132,358,587,1885,1233,0,2024,2369,312,85,248,1287,8407,Email
0,0,1379,11023,0,0,0,0,1444,362,188,70,81,166,902,9189,264,1652,593,450,221,237,406,8579,Definicoes
881,414,8731,4363,82,49,0,0,1382,1445,1200,999,562,369,1319,7244,859,1684,447,180,70,112,909,10259,S_Health
0,0,0,3813,11427,0,0,0,1085,102,541,5077,3883,916,1585,2051,966,2066,628,421,205,271,538,10145,Video
0,0,10153,1825,0,0,0,0,39,175,349,305,426,927,885,8872,210,1836,844,72,43,196,1237,7540,Calculadora
0,0,8890,4090,0,0,0,0,209,324,450,242,228,423,802,10302,16,1861,1015,268,115,227,550,8928,S_Voice
2520,1676,2739,5688,335,682,0,0,457,2355,820,2274,847,1542,1603,3742,167,4331,839,87,102,434,2310,5370,Chrome
0,14,9941,2255,0,0,0,0,419,246,177,266,491,360,903,9348,1423,1257,637,107,45,275,3625,4841,Telefone
9067,24,514,2241,202,378,0,0,1762,479,1560,5826,1423,387,389,600,1630,732,508,101,39,107,579,8730,Contactos
90,5520,2688,5732,0,0,0,0,1970,3757,296,767,796,508,904,5032,954,1880,516,352,143,122,450,9613,Galeria
0,0,1553,10982,0,0,0,0,1380,389,183,78,46,97,805,9557,348,1942,482,440,244,210,438,8431,Definicoes
0,0,9765,1791,0,0,0,0,415,238,131,191,263,762,910,8646,319,1987,384,193,56,265,3504,4848,Telefone
0,0,1003,10862,0,0,0,0,1187,629,197,1905,3641,2160,995,1151,0,1006,1092,861,197,144,814,7751,Internet
0,0,0,3806,11322,0,0,0,1084,76,580,5354,3697,907,1434,1996,568,2316,667,411,190,267,530,10179,Video
8827,23,215,2948,224,531,0,0,1707,436,1587,6209,1156,765,308,600,1642,1434,217,107,46,79,535,8708,Contactos
81,5492,2775,6527,0,0,0,0,2242,3497,416,573,948,761,1399,5039,1336,2278,567,398,173,112,408,9603,Galeria
4922,4839,1579,3738,93,201,0,0,3958,4224,3861,912,969,663,445,340,2343,1546,270,137,82,55,124,10815,Mensagem
0,0,4523,8693,0,0,0,0,501,260,155,50,99,538,1012,10601,40,983,921,822,232,97,389,9732,Musica
0,0,5710,8652,29,0,0,0,8499,799,491,2315,1286,361,263,377,0,397,3487,354,181,389,145,9438,S_Planner
0,0,8796,4056,0,0,0,0,287,320,408,174,67,150,845,10601,156,1734,973,268,88,236,580,8817,S_Voice
0,0,10084,2000,0,0,0,0,48,172,298,268,566,382,986,9364,401,1845,869,74,60,198,1144,7493,Calculadora
0,0,3037,10569,434,0,0,0,3272,2089,1688,485,1414,1487,1492,2113,15,1836,2210,276,157,240,1146,8160,Camara
366,0,3741,7201,523,2205,0,0,7149,615,850,2327,1030,579,848,638,0,1159,2485,493,64,291,1288,8256,Email
0,0,4585,10283,15,0,0,0,9670,563,401,1836,944,431,454,584,11,790,3076,297,76,238,272,10123,Radio
0,0,9976,7185,0,0,0,0,4327,4027,430,212,539,1772,1513,4341,337,3192,1244,205,96,147,737,11203,Gestor_Inteligente
2102,0,27,4431,970,5568,0,0,2944,122,645,4866,2640,949,360,572,248,2540,926,228,64,124,675,8293,Galaxy_Store
0,0,8032,7402,10,0,0,0,4609,4111,396,557,910,1232,1775,1854,1401,3124,1175,314,288,170,123,8849,Relogio
207,1208,4405,10799,78,194,0,0,10243,1184,198,313,856,1701,1393,1003,444,3655,995,148,49,130,303,11167,Ferramentas
2504,1693,2710,5318,366,630,0,0,429,2220,569,2148,1118,1324,1223,4190,753,3974,265,65,96,444,2290,5334,Chrome
878,391,8443,4962,39,43,0,0,1905,1504,1172,1079,712,608,1133,6643,647,1897,523,218,65,122,940,10344,S_Health
0,0,3812,9950,14,0,0,0,96,265,543,249,233,329,764,11297,1305,1229,569,292,102,210,555,9514,S_Voice
0,59,12921,4180,0,0,0,0,171,922,215,196,790,947,1562,12357,4004,992,108,82,159,1418,8942,1455,Telefone
9587,0,1276,1822,400,838,0,0,782,1391,1172,5104,4279,251,237,707,1313,1413,289,92,53,424,7772,2567,Contactos
24,5341,581,8651,8,0,0,0,145,4384,1899,1799,678,476,485,4739,228,3093,707,353,287,253,975,8709,Galeria
5535,1771,2133,4277,274,260,0,0,1186,4143,5521,1093,1211,391,172,533,2437,1918,576,91,59,423,5667,3079,Mensagem
0,0,1298,14577,0,0,0,0,648,1556,160,559,5937,3613,1107,2295,1129,2153,491,372,315,207,851,10357,Internet
0,0,1960,12542,808,2,0,0,820,3948,3072,1179,836,747,1558,3152,652,2968,713,252,115,652,1937,8023,Camara
0,0,836,12262,0,0,0,0,10,553,222,223,241,667,1034,10148,535,1690,488,348,295,124,394,9224,Musica
714,220,6204,4825,74,54,0,0,155,1069,1367,676,1434,1257,867,5266,862,1825,378,134,58,184,1926,6724,S_Health
0,0,2271,12858,0,0,0,0,101,2010,207,128,289,298,1061,11035,2271,869,314,348,264,290,510,10263,Definicoes
7,0,1369,10761,834,2396,0,0,814,6907,420,891,2466,1188,1709,972,1762,2841,421,105,44,675,1388,8131,Email
0,0,2338,10427,3,0,0,0,152,8226,705,285,769,699,744,1188,546,2082,538,132,84,347,631,8408,Radio
0,0,2672,10198,0,0,0,0,0,107,4376,1819,442,1278,1324,3524,2181,1462,399,132,39,89,654,7914,Gestor_Inteligente
0,0,3479,13923,13,0,0,0,225,9948,713,1305,1145,1440,1458,1181,3281,2462,418,218,221,175,212,10428,Relogio
1771,0,1654,3550,774,4677,0,0,567,2013,189,603,4006,2937,991,1120,3550,659,275,127,57,337,705,6716,Galaxy_Store
0,0,5165,10052,5,0,0,0,191,8871,499,933,588,1122,1430,1588,2554,1940,394,208,392,215,125,9394,S_Planner
55,577,660,13833,128,119,0,0,516,5171,2952,504,2083,1959,1273,914,2081,4167,240,109,53,236,1060,7426,Ferramentas
0,0,89,4744,8917,0,0,0,198,680,27,113,401,3344,4578,4409,2916,1071,344,268,159,83,557,8352,Video
14,259,11910,2893,96,60,0,0,534,472,554,291,324,407,874,11776,2695,1014,95,68,152,915,8605,1688,Calculadora
3730,93,2405,4919,268,519,0,0,301,871,1584,1033,2227,1218,909,3791,2877,1421,118,72,288,1946,2703,2509,Chrome
1969,0,1807,2833,713,4444,0,0,700,2001,326,982,4618,1560,520,1059,2465,1021,313,132,46,264,625,6900,Galaxy_Store
0,0,8819,5429,2,0,0,0,276,8865,369,398,508,1417,1118,1299,1864,1772,276,192,303,295,133,9415,S_Planner
0,0,8764,7185,51,0,0,0,312,9981,659,1294,1164,1037,764,789,2030,2174,526,265,197,183,187,10438,Relogio
0,0,4717,8908,0,0,0,0,0,371,4879,1197,892,1590,1291,3405,2161,2056,565,102,50,100,627,7964,Gestor_Inteligente
8,654,3058,8937,108,105,0,0,569,6179,1957,386,1406,1284,430,659,135,3484,325,96,51,254,878,7647,Ferramentas
68,0,4063,6796,731,2384,0,0,1090,6707,460,775,2283,927,1050,750,555,2442,618,149,47,589,1350,8292,Email
0,0,6665,7375,0,0,0,0,144,8448,525,165,1475,1210,1108,965,369,3396,624,142,87,349,564,8509,Radio
0,0,2321,11957,0,0,0,0,695,1407,215,100,67,191,875,10728,1507,763,288,332,311,251,507,10319,Definicoes
693,293,6541,4800,41,44,0,0,145,1122,1399,1021,1041,1041,800,5843,1386,1622,333,133,50,152,1618,7118,S_Health
0,0,848,11122,0,0,0,0,37,533,208,266,434,218,689,9585,306,793,586,309,281,117,399,9179,Musica
0,0,2704,10154,699,3,0,0,1140,3901,3078,967,863,827,993,1791,18,1998,570,207,96,571,1848,8252,Camara
0,0,1535,14811,2,0,0,0,732,1506,180,984,6407,3239,977,2323,1288,2181,666,400,315,174,847,10477,Internet
4403,3035,2902,3003,93,136,0,0,1181,4028,5550,1190,847,244,98,434,1508,2292,387,76,67,322,5664,3256,Mensagem
9,5227,553,6753,2,0,0,0,67,2933,2930,426,539,434,406,4809,56,1383,559,345,245,240,593,9123,Galeria
9780,2,1428,1792,441,714,0,0,822,1591,1264,4892,4534,264,190,600,1996,942,237,86,62,401,7730,2703,Contactos
0,74,12968,2330,0,0,0,0,248,934,245,109,376,875,1050,11535,2500,619,90,69,123,923,8553,2495,Telefone
0,0,475,2041,9038,0,0,0,227,671,20,63,459,3890,3784,2440,1102,630,342,272,158,105,578,8367,Video
0,293,12078,4141,0,0,0,0,379,306,480,471,477,581,1044,12774,3779,1122,88,61,96,770,8731,1865,Calculadora
0,0,5083,9554,0,0,0,0,203,311,517,268,319,875,931,11213,553,1407,1590,434,144,233,601,9675,S_Voice
3845,161,2535,4973,172,389,0,0,277,867,1557,546,1930,1603,1021,4274,3351,1053,112,65,246,1958,1770,3520,Chrome
145,0,6210,5504,749,2272,0,0,1245,6669,447,761,1811,1231,1258,1458,240,3172,948,151,82,608,1324,8355,Email
0,99,13194,4251,0,0,0,0,0,718,283,108,163,1059,1884,13329,5138,378,73,53,99,764,9150,1889,Telefone
0,235,12290,2479,0,0,0,0,22,215,410,239,130,189,689,13110,3321,215,70,51,68,562,7286,3431,Calculadora
0,0,578,3974,9014,0,0,0,217,697,38,184,1150,4423,3916,2941,1918,1513,510,280,179,104,575,8487,Video
4,625,7171,5580,72,120,0,0,578,6529,1803,507,1414,1109,870,762,0,3001,1528,149,60,220,355,8259,Ferramentas
0,5217,903,8812,2,0,0,0,28,5370,460,668,1731,949,592,5136,248,3199,706,381,262,253,407,9478,Galeria
467,496,6793,4970,12,6,0,0,134,1138,1015,988,501,1108,1042,6818,1834,1403,332,131,51,145,1277,7571,S_Health
0,0,8596,5093,0,0,0,0,65,8552,571,131,501,1365,1296,1208,16,3154,776,130,105,283,607,8618,Radio
